Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
11;120;=AVERAGE($B$24224:$B$24225);4.000;High;
12;140;=AVERAGE($B$24225:$B$24226);4.000;High;
13;130;=AVERAGE($B$24226:$B$24227);4.000;High;
14;140;=AVERAGE($B$24227:$B$24228);4.000;High;
15;150;=AVERAGE($B$24228:$B$24229);4.000;High;
16;150;=AVERAGE($B$24229:$B$24230);4.000;High;
17;150;=AVERAGE($B$24230:$B$24231);4.000;High;
18;150;=AVERAGE($B$24231:$B$24232);4.000;High;
19;140;=AVERAGE($B$24232:$B$24233);4.000;High;
20;150;=AVERAGE($B$24233:$B$24234);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;110;=AVERAGE($B$24236:$B$24237);4.000;High;
3;130;=AVERAGE($B$24237:$B$24238);4.000;High;
4;150;=AVERAGE($B$24238:$B$24239);4.000;High;
5;150;=AVERAGE($B$24239:$B$24240);4.000;High;
6;150;=AVERAGE($B$24240:$B$24241);4.000;High;
7;150;=AVERAGE($B$24241:$B$24242);4.000;High;
8;140;=AVERAGE($B$24242:$B$24243);4.000;High;
9;140;=AVERAGE($B$24243:$B$24244);4.000;High;
10;110;=AVERAGE($B$24244:$B$24245);4.000;High;
11;140;=AVERAGE($B$24245:$B$24246);4.000;High;
12;130;=AVERAGE($B$24246:$B$24247);4.000;High;
13;140;=AVERAGE($B$24247:$B$24248);4.000;High;
14;130;=AVERAGE($B$24248:$B$24249);4.000;High;
15;140;=AVERAGE($B$24249:$B$24250);4.000;High;
16;160;=AVERAGE($B$24250:$B$24251);4.000;High;
17;130;=AVERAGE($B$24251:$B$24252);4.000;High;
18;130;=AVERAGE($B$24252:$B$24253);4.000;High;
19;150;=AVERAGE($B$24253:$B$24254);4.000;High;
20;150;=AVERAGE($B$24254:$B$24255);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;140;=AVERAGE($B$24257:$B$24258);4.000;High;
3;130;=AVERAGE($B$24258:$B$24259);4.000;High;
4;140;=AVERAGE($B$24259:$B$24260);4.000;High;
5;140;=AVERAGE($B$24260:$B$24261);4.000;High;
6;140;=AVERAGE($B$24261:$B$24262);4.000;High;
7;130;=AVERAGE($B$24262:$B$24263);4.000;High;
8;150;=AVERAGE($B$24263:$B$24264);4.000;High;
9;140;=AVERAGE($B$24264:$B$24265);4.000;High;
10;140;=AVERAGE($B$24265:$B$24266);4.000;High;
11;120;=AVERAGE($B$24266:$B$24267);4.000;High;
12;130;=AVERAGE($B$24267:$B$24268);4.000;High;
13;140;=AVERAGE($B$24268:$B$24269);4.000;High;
14;140;=AVERAGE($B$24269:$B$24270);4.000;High;
15;140;=AVERAGE($B$24270:$B$24271);4.000;High;
16;120;=AVERAGE($B$24271:$B$24272);4.000;High;
17;140;=AVERAGE($B$24272:$B$24273);4.000;High;
18;130;=AVERAGE($B$24273:$B$24274);4.000;High;
19;170;=AVERAGE($B$24274:$B$24275);4.000;High;
20;140;=AVERAGE($B$24275:$B$24276);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;140;140;4.000;High;
2;140;=AVERAGE($B$24278:$B$24279);4.000;High;
3;120;=AVERAGE($B$24279:$B$24280);4.000;High;
4;130;=AVERAGE($B$24280:$B$24281);4.000;High;
5;140;=AVERAGE($B$24281:$B$24282);4.000;High;
6;130;=AVERAGE($B$24282:$B$24283);4.000;High;
7;150;=AVERAGE($B$24283:$B$24284);4.000;High;
8;120;=AVERAGE($B$24284:$B$24285);4.000;High;
9;140;=AVERAGE($B$24285:$B$24286);4.000;High;
10;120;=AVERAGE($B$24286:$B$24287);4.000;High;
11;130;=AVERAGE($B$24287:$B$24288);4.000;High;
12;150;=AVERAGE($B$24288:$B$24289);4.000;High;
13;160;=AVERAGE($B$24289:$B$24290);4.000;High;
14;130;=AVERAGE($B$24290:$B$24291);4.000;High;
15;150;=AVERAGE($B$24291:$B$24292);4.000;High;
16;140;=AVERAGE($B$24292:$B$24293);4.000;High;
17;140;=AVERAGE($B$24293:$B$24294);4.000;High;
18;160;=AVERAGE($B$24294:$B$24295);4.000;High;
19;130;=AVERAGE($B$24295:$B$24296);4.000;High;
20;150;=AVERAGE($B$24296:$B$24297);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;130;=AVERAGE($B$24299:$B$24300);4.000;High;
3;140;=AVERAGE($B$24300:$B$24301);4.000;High;
4;130;=AVERAGE($B$24301:$B$24302);4.000;High;
5;130;=AVERAGE($B$24302:$B$24303);4.000;High;
6;130;=AVERAGE($B$24303:$B$24304);4.000;High;
7;130;=AVERAGE($B$24304:$B$24305);4.000;High;
8;140;=AVERAGE($B$24305:$B$24306);4.000;High;
9;150;=AVERAGE($B$24306:$B$24307);4.000;High;
10;150;=AVERAGE($B$24307:$B$24308);4.000;High;
11;140;=AVERAGE($B$24308:$B$24309);4.000;High;
12;130;=AVERAGE($B$24309:$B$24310);4.000;High;
13;130;=AVERAGE($B$24310:$B$24311);4.000;High;
14;140;=AVERAGE($B$24311:$B$24312);4.000;High;
15;160;=AVERAGE($B$24312:$B$24313);4.000;High;
16;120;=AVERAGE($B$24313:$B$24314);4.000;High;
17;140;=AVERAGE($B$24314:$B$24315);4.000;High;
18;140;=AVERAGE($B$24315:$B$24316);4.000;High;
19;170;=AVERAGE($B$24316:$B$24317);4.000;High;
20;150;=AVERAGE($B$24317:$B$24318);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;110;110;4.000;High;
2;120;=AVERAGE($B$24320:$B$24321);4.000;High;
3;160;=AVERAGE($B$24321:$B$24322);4.000;High;
4;140;=AVERAGE($B$24322:$B$24323);4.000;High;
5;130;=AVERAGE($B$24323:$B$24324);4.000;High;
6;140;=AVERAGE($B$24324:$B$24325);4.000;High;
7;140;=AVERAGE($B$24325:$B$24326);4.000;High;
8;160;=AVERAGE($B$24326:$B$24327);4.000;High;
9;160;=AVERAGE($B$24327:$B$24328);4.000;High;
10;140;=AVERAGE($B$24328:$B$24329);4.000;High;
11;140;=AVERAGE($B$24329:$B$24330);4.000;High;
12;140;=AVERAGE($B$24330:$B$24331);4.000;High;
13;130;=AVERAGE($B$24331:$B$24332);4.000;High;
14;150;=AVERAGE($B$24332:$B$24333);4.000;High;
15;130;=AVERAGE($B$24333:$B$24334);4.000;High;
16;140;=AVERAGE($B$24334:$B$24335);4.000;High;
17;150;=AVERAGE($B$24335:$B$24336);4.000;High;
18;120;=AVERAGE($B$24336:$B$24337);4.000;High;
19;140;=AVERAGE($B$24337:$B$24338);4.000;High;
20;150;=AVERAGE($B$24338:$B$24339);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;140;=AVERAGE($B$24341:$B$24342);4.000;High;
3;140;=AVERAGE($B$24342:$B$24343);4.000;High;
4;130;=AVERAGE($B$24343:$B$24344);4.000;High;
5;140;=AVERAGE($B$24344:$B$24345);4.000;High;
6;150;=AVERAGE($B$24345:$B$24346);4.000;High;
7;130;=AVERAGE($B$24346:$B$24347);4.000;High;
8;140;=AVERAGE($B$24347:$B$24348);4.000;High;
9;140;=AVERAGE($B$24348:$B$24349);4.000;High;
10;130;=AVERAGE($B$24349:$B$24350);4.000;High;
11;140;=AVERAGE($B$24350:$B$24351);4.000;High;
12;160;=AVERAGE($B$24351:$B$24352);4.000;High;
13;120;=AVERAGE($B$24352:$B$24353);4.000;High;
14;160;=AVERAGE($B$24353:$B$24354);4.000;High;
15;140;=AVERAGE($B$24354:$B$24355);4.000;High;
16;150;=AVERAGE($B$24355:$B$24356);4.000;High;
17;130;=AVERAGE($B$24356:$B$24357);4.000;High;
18;120;=AVERAGE($B$24357:$B$24358);4.000;High;
19;140;=AVERAGE($B$24358:$B$24359);4.000;High;
20;140;=AVERAGE($B$24359:$B$24360);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;130;=AVERAGE($B$24362:$B$24363);4.000;High;
3;100;=AVERAGE($B$24363:$B$24364);4.000;High;
4;130;=AVERAGE($B$24364:$B$24365);4.000;High;
5;150;=AVERAGE($B$24365:$B$24366);4.000;High;
6;140;=AVERAGE($B$24366:$B$24367);4.000;High;
7;130;=AVERAGE($B$24367:$B$24368);4.000;High;
8;140;=AVERAGE($B$24368:$B$24369);4.000;High;
9;160;=AVERAGE($B$24369:$B$24370);4.000;High;
10;140;=AVERAGE($B$24370:$B$24371);4.000;High;
11;130;=AVERAGE($B$24371:$B$24372);4.000;High;
12;140;=AVERAGE($B$24372:$B$24373);4.000;High;
13;140;=AVERAGE($B$24373:$B$24374);4.000;High;
14;150;=AVERAGE($B$24374:$B$24375);4.000;High;
15;130;=AVERAGE($B$24375:$B$24376);4.000;High;
16;130;=AVERAGE($B$24376:$B$24377);4.000;High;
17;120;=AVERAGE($B$24377:$B$24378);4.000;High;
18;140;=AVERAGE($B$24378:$B$24379);4.000;High;
19;140;=AVERAGE($B$24379:$B$24380);4.000;High;
20;140;=AVERAGE($B$24380:$B$24381);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;140;=AVERAGE($B$24383:$B$24384);4.000;High;
3;130;=AVERAGE($B$24384:$B$24385);4.000;High;
4;140;=AVERAGE($B$24385:$B$24386);4.000;High;
5;120;=AVERAGE($B$24386:$B$24387);4.000;High;
6;150;=AVERAGE($B$24387:$B$24388);4.000;High;
7;150;=AVERAGE($B$24388:$B$24389);4.000;High;
8;150;=AVERAGE($B$24389:$B$24390);4.000;High;
9;140;=AVERAGE($B$24390:$B$24391);4.000;High;
10;140;=AVERAGE($B$24391:$B$24392);4.000;High;
11;140;=AVERAGE($B$24392:$B$24393);4.000;High;
12;140;=AVERAGE($B$24393:$B$24394);4.000;High;
13;150;=AVERAGE($B$24394:$B$24395);4.000;High;
14;120;=AVERAGE($B$24395:$B$24396);4.000;High;
15;150;=AVERAGE($B$24396:$B$24397);4.000;High;
16;130;=AVERAGE($B$24397:$B$24398);4.000;High;
17;140;=AVERAGE($B$24398:$B$24399);4.000;High;
18;150;=AVERAGE($B$24399:$B$24400);4.000;High;
19;120;=AVERAGE($B$24400:$B$24401);4.000;High;
20;140;=AVERAGE($B$24401:$B$24402);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;110;110;4.000;High;
2;130;=AVERAGE($B$24404:$B$24405);4.000;High;
3;140;=AVERAGE($B$24405:$B$24406);4.000;High;
4;120;=AVERAGE($B$24406:$B$24407);4.000;High;
5;140;=AVERAGE($B$24407:$B$24408);4.000;High;
6;140;=AVERAGE($B$24408:$B$24409);4.000;High;
7;140;=AVERAGE($B$24409:$B$24410);4.000;High;
8;130;=AVERAGE($B$24410:$B$24411);4.000;High;
9;140;=AVERAGE($B$24411:$B$24412);4.000;High;
10;140;=AVERAGE($B$24412:$B$24413);4.000;High;
11;120;=AVERAGE($B$24413:$B$24414);4.000;High;
12;150;=AVERAGE($B$24414:$B$24415);4.000;High;
13;150;=AVERAGE($B$24415:$B$24416);4.000;High;
14;150;=AVERAGE($B$24416:$B$24417);4.000;High;
15;140;=AVERAGE($B$24417:$B$24418);4.000;High;
16;150;=AVERAGE($B$24418:$B$24419);4.000;High;
17;140;=AVERAGE($B$24419:$B$24420);4.000;High;
18;160;=AVERAGE($B$24420:$B$24421);4.000;High;
19;140;=AVERAGE($B$24421:$B$24422);4.000;High;
20;140;=AVERAGE($B$24422:$B$24423);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;140;140;4.000;High;
2;130;=AVERAGE($B$24425:$B$24426);4.000;High;
3;120;=AVERAGE($B$24426:$B$24427);4.000;High;
4;150;=AVERAGE($B$24427:$B$24428);4.000;High;
5;120;=AVERAGE($B$24428:$B$24429);4.000;High;
6;140;=AVERAGE($B$24429:$B$24430);4.000;High;
7;150;=AVERAGE($B$24430:$B$24431);4.000;High;
8;160;=AVERAGE($B$24431:$B$24432);4.000;High;
9;150;=AVERAGE($B$24432:$B$24433);4.000;High;
10;160;=AVERAGE($B$24433:$B$24434);4.000;High;
11;130;=AVERAGE($B$24434:$B$24435);4.000;High;
12;110;=AVERAGE($B$24435:$B$24436);4.000;High;
13;160;=AVERAGE($B$24436:$B$24437);4.000;High;
14;140;=AVERAGE($B$24437:$B$24438);4.000;High;
15;160;=AVERAGE($B$24438:$B$24439);4.000;High;
16;150;=AVERAGE($B$24439:$B$24440);4.000;High;
17;160;=AVERAGE($B$24440:$B$24441);4.000;High;
18;130;=AVERAGE($B$24441:$B$24442);4.000;High;
19;130;=AVERAGE($B$24442:$B$24443);4.000;High;
20;140;=AVERAGE($B$24443:$B$24444);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;150;=AVERAGE($B$24446:$B$24447);4.000;High;
3;140;=AVERAGE($B$24447:$B$24448);4.000;High;
4;130;=AVERAGE($B$24448:$B$24449);4.000;High;
5;140;=AVERAGE($B$24449:$B$24450);4.000;High;
6;140;=AVERAGE($B$24450:$B$24451);4.000;High;
7;140;=AVERAGE($B$24451:$B$24452);4.000;High;
8;150;=AVERAGE($B$24452:$B$24453);4.000;High;
9;140;=AVERAGE($B$24453:$B$24454);4.000;High;
10;130;=AVERAGE($B$24454:$B$24455);4.000;High;
11;150;=AVERAGE($B$24455:$B$24456);4.000;High;
12;160;=AVERAGE($B$24456:$B$24457);4.000;High;
13;160;=AVERAGE($B$24457:$B$24458);4.000;High;
14;160;=AVERAGE($B$24458:$B$24459);4.000;High;
15;120;=AVERAGE($B$24459:$B$24460);4.000;High;
16;140;=AVERAGE($B$24460:$B$24461);4.000;High;
17;120;=AVERAGE($B$24461:$B$24462);4.000;High;
18;140;=AVERAGE($B$24462:$B$24463);4.000;High;
19;150;=AVERAGE($B$24463:$B$24464);4.000;High;
20;140;=AVERAGE($B$24464:$B$24465);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;120;=AVERAGE($B$24467:$B$24468);4.000;High;
3;120;=AVERAGE($B$24468:$B$24469);4.000;High;
4;120;=AVERAGE($B$24469:$B$24470);4.000;High;
5;130;=AVERAGE($B$24470:$B$24471);4.000;High;
6;140;=AVERAGE($B$24471:$B$24472);4.000;High;
7;120;=AVERAGE($B$24472:$B$24473);4.000;High;
8;160;=AVERAGE($B$24473:$B$24474);4.000;High;
9;130;=AVERAGE($B$24474:$B$24475);4.000;High;
10;130;=AVERAGE($B$24475:$B$24476);4.000;High;
11;140;=AVERAGE($B$24476:$B$24477);4.000;High;
12;150;=AVERAGE($B$24477:$B$24478);4.000;High;
13;150;=AVERAGE($B$24478:$B$24479);4.000;High;
14;170;=AVERAGE($B$24479:$B$24480);4.000;High;
15;120;=AVERAGE($B$24480:$B$24481);4.000;High;
16;160;=AVERAGE($B$24481:$B$24482);4.000;High;
17;160;=AVERAGE($B$24482:$B$24483);4.000;High;
18;140;=AVERAGE($B$24483:$B$24484);4.000;High;
19;120;=AVERAGE($B$24484:$B$24485);4.000;High;
20;120;=AVERAGE($B$24485:$B$24486);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;130;=AVERAGE($B$24488:$B$24489);4.000;High;
3;130;=AVERAGE($B$24489:$B$24490);4.000;High;
4;130;=AVERAGE($B$24490:$B$24491);4.000;High;
5;120;=AVERAGE($B$24491:$B$24492);4.000;High;
6;150;=AVERAGE($B$24492:$B$24493);4.000;High;
7;120;=AVERAGE($B$24493:$B$24494);4.000;High;
8;130;=AVERAGE($B$24494:$B$24495);4.000;High;
9;140;=AVERAGE($B$24495:$B$24496);4.000;High;
10;150;=AVERAGE($B$24496:$B$24497);4.000;High;
11;140;=AVERAGE($B$24497:$B$24498);4.000;High;
12;150;=AVERAGE($B$24498:$B$24499);4.000;High;
13;150;=AVERAGE($B$24499:$B$24500);4.000;High;
14;140;=AVERAGE($B$24500:$B$24501);4.000;High;
15;150;=AVERAGE($B$24501:$B$24502);4.000;High;
16;130;=AVERAGE($B$24502:$B$24503);4.000;High;
17;130;=AVERAGE($B$24503:$B$24504);4.000;High;
18;150;=AVERAGE($B$24504:$B$24505);4.000;High;
19;150;=AVERAGE($B$24505:$B$24506);4.000;High;
20;140;=AVERAGE($B$24506:$B$24507);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;110;=AVERAGE($B$24509:$B$24510);4.000;High;
3;120;=AVERAGE($B$24510:$B$24511);4.000;High;
4;130;=AVERAGE($B$24511:$B$24512);4.000;High;
5;130;=AVERAGE($B$24512:$B$24513);4.000;High;
6;150;=AVERAGE($B$24513:$B$24514);4.000;High;
7;150;=AVERAGE($B$24514:$B$24515);4.000;High;
8;140;=AVERAGE($B$24515:$B$24516);4.000;High;
9;140;=AVERAGE($B$24516:$B$24517);4.000;High;
10;110;=AVERAGE($B$24517:$B$24518);4.000;High;
11;140;=AVERAGE($B$24518:$B$24519);4.000;High;
12;140;=AVERAGE($B$24519:$B$24520);4.000;High;
13;160;=AVERAGE($B$24520:$B$24521);4.000;High;
14;140;=AVERAGE($B$24521:$B$24522);4.000;High;
15;150;=AVERAGE($B$24522:$B$24523);4.000;High;
16;140;=AVERAGE($B$24523:$B$24524);4.000;High;
17;140;=AVERAGE($B$24524:$B$24525);4.000;High;
18;150;=AVERAGE($B$24525:$B$24526);4.000;High;
19;150;=AVERAGE($B$24526:$B$24527);4.000;High;
20;140;=AVERAGE($B$24527:$B$24528);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;120;=AVERAGE($B$24530:$B$24531);4.000;High;
3;130;=AVERAGE($B$24531:$B$24532);4.000;High;
4;130;=AVERAGE($B$24532:$B$24533);4.000;High;
5;130;=AVERAGE($B$24533:$B$24534);4.000;High;
6;150;=AVERAGE($B$24534:$B$24535);4.000;High;
7;140;=AVERAGE($B$24535:$B$24536);4.000;High;
8;140;=AVERAGE($B$24536:$B$24537);4.000;High;
9;140;=AVERAGE($B$24537:$B$24538);4.000;High;
10;130;=AVERAGE($B$24538:$B$24539);4.000;High;
11;140;=AVERAGE($B$24539:$B$24540);4.000;High;
12;150;=AVERAGE($B$24540:$B$24541);4.000;High;
13;140;=AVERAGE($B$24541:$B$24542);4.000;High;
14;140;=AVERAGE($B$24542:$B$24543);4.000;High;
15;150;=AVERAGE($B$24543:$B$24544);4.000;High;
16;140;=AVERAGE($B$24544:$B$24545);4.000;High;
17;140;=AVERAGE($B$24545:$B$24546);4.000;High;
18;140;=AVERAGE($B$24546:$B$24547);4.000;High;
19;160;=AVERAGE($B$24547:$B$24548);4.000;High;
20;120;=AVERAGE($B$24548:$B$24549);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;130;=AVERAGE($B$24551:$B$24552);4.000;High;
3;120;=AVERAGE($B$24552:$B$24553);4.000;High;
4;130;=AVERAGE($B$24553:$B$24554);4.000;High;
5;140;=AVERAGE($B$24554:$B$24555);4.000;High;
6;120;=AVERAGE($B$24555:$B$24556);4.000;High;
7;140;=AVERAGE($B$24556:$B$24557);4.000;High;
8;150;=AVERAGE($B$24557:$B$24558);4.000;High;
9;120;=AVERAGE($B$24558:$B$24559);4.000;High;
10;140;=AVERAGE($B$24559:$B$24560);4.000;High;
11;150;=AVERAGE($B$24560:$B$24561);4.000;High;
12;160;=AVERAGE($B$24561:$B$24562);4.000;High;
13;140;=AVERAGE($B$24562:$B$24563);4.000;High;
14;150;=AVERAGE($B$24563:$B$24564);4.000;High;
15;160;=AVERAGE($B$24564:$B$24565);4.000;High;
16;140;=AVERAGE($B$24565:$B$24566);4.000;High;
17;160;=AVERAGE($B$24566:$B$24567);4.000;High;
18;160;=AVERAGE($B$24567:$B$24568);4.000;High;
19;130;=AVERAGE($B$24568:$B$24569);4.000;High;
20;140;=AVERAGE($B$24569:$B$24570);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;130;=AVERAGE($B$24572:$B$24573);4.000;High;
3;160;=AVERAGE($B$24573:$B$24574);4.000;High;
4;140;=AVERAGE($B$24574:$B$24575);4.000;High;
5;150;=AVERAGE($B$24575:$B$24576);4.000;High;
6;150;=AVERAGE($B$24576:$B$24577);4.000;High;
7;150;=AVERAGE($B$24577:$B$24578);4.000;High;
8;130;=AVERAGE($B$24578:$B$24579);4.000;High;
9;140;=AVERAGE($B$24579:$B$24580);4.000;High;
10;130;=AVERAGE($B$24580:$B$24581);4.000;High;
11;160;=AVERAGE($B$24581:$B$24582);4.000;High;
12;140;=AVERAGE($B$24582:$B$24583);4.000;High;
13;130;=AVERAGE($B$24583:$B$24584);4.000;High;
14;140;=AVERAGE($B$24584:$B$24585);4.000;High;
15;140;=AVERAGE($B$24585:$B$24586);4.000;High;
16;140;=AVERAGE($B$24586:$B$24587);4.000;High;
17;130;=AVERAGE($B$24587:$B$24588);4.000;High;
18;140;=AVERAGE($B$24588:$B$24589);4.000;High;
19;140;=AVERAGE($B$24589:$B$24590);4.000;High;
20;150;=AVERAGE($B$24590:$B$24591);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;120;=AVERAGE($B$24593:$B$24594);4.000;High;
3;140;=AVERAGE($B$24594:$B$24595);4.000;High;
4;130;=AVERAGE($B$24595:$B$24596);4.000;High;
5;130;=AVERAGE($B$24596:$B$24597);4.000;High;
6;120;=AVERAGE($B$24597:$B$24598);4.000;High;
7;140;=AVERAGE($B$24598:$B$24599);4.000;High;
8;140;=AVERAGE($B$24599:$B$24600);4.000;High;
9;130;=AVERAGE($B$24600:$B$24601);4.000;High;
10;160;=AVERAGE($B$24601:$B$24602);4.000;High;
11;130;=AVERAGE($B$24602:$B$24603);4.000;High;
12;120;=AVERAGE($B$24603:$B$24604);4.000;High;
13;160;=AVERAGE($B$24604:$B$24605);4.000;High;
14;150;=AVERAGE($B$24605:$B$24606);4.000;High;
15;130;=AVERAGE($B$24606:$B$24607);4.000;High;
16;150;=AVERAGE($B$24607:$B$24608);4.000;High;
17;140;=AVERAGE($B$24608:$B$24609);4.000;High;
18;130;=AVERAGE($B$24609:$B$24610);4.000;High;
19;140;=AVERAGE($B$24610:$B$24611);4.000;High;
20;150;=AVERAGE($B$24611:$B$24612);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;130;=AVERAGE($B$24614:$B$24615);4.000;High;
3;140;=AVERAGE($B$24615:$B$24616);4.000;High;
4;140;=AVERAGE($B$24616:$B$24617);4.000;High;
5;110;=AVERAGE($B$24617:$B$24618);4.000;High;
6;150;=AVERAGE($B$24618:$B$24619);4.000;High;
7;150;=AVERAGE($B$24619:$B$24620);4.000;High;
8;120;=AVERAGE($B$24620:$B$24621);4.000;High;
9;150;=AVERAGE($B$24621:$B$24622);4.000;High;
10;150;=AVERAGE($B$24622:$B$24623);4.000;High;
11;140;=AVERAGE($B$24623:$B$24624);4.000;High;
12;140;=AVERAGE($B$24624:$B$24625);4.000;High;
13;150;=AVERAGE($B$24625:$B$24626);4.000;High;
14;160;=AVERAGE($B$24626:$B$24627);4.000;High;
15;150;=AVERAGE($B$24627:$B$24628);4.000;High;
16;120;=AVERAGE($B$24628:$B$24629);4.000;High;
17;150;=AVERAGE($B$24629:$B$24630);4.000;High;
18;130;=AVERAGE($B$24630:$B$24631);4.000;High;
19;140;=AVERAGE($B$24631:$B$24632);4.000;High;
20;160;=AVERAGE($B$24632:$B$24633);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;120;=AVERAGE($B$24635:$B$24636);4.000;High;
3;130;=AVERAGE($B$24636:$B$24637);4.000;High;
4;130;=AVERAGE($B$24637:$B$24638);4.000;High;
5;150;=AVERAGE($B$24638:$B$24639);4.000;High;
6;140;=AVERAGE($B$24639:$B$24640);4.000;High;
7;140;=AVERAGE($B$24640:$B$24641);4.000;High;
8;150;=AVERAGE($B$24641:$B$24642);4.000;High;
9;120;=AVERAGE($B$24642:$B$24643);4.000;High;
10;160;=AVERAGE($B$24643:$B$24644);4.000;High;
11;140;=AVERAGE($B$24644:$B$24645);4.000;High;
12;150;=AVERAGE($B$24645:$B$24646);4.000;High;
13;140;=AVERAGE($B$24646:$B$24647);4.000;High;
14;130;=AVERAGE($B$24647:$B$24648);4.000;High;
15;140;=AVERAGE($B$24648:$B$24649);4.000;High;
16;160;=AVERAGE($B$24649:$B$24650);4.000;High;
17;160;=AVERAGE($B$24650:$B$24651);4.000;High;
18;120;=AVERAGE($B$24651:$B$24652);4.000;High;
19;120;=AVERAGE($B$24652:$B$24653);4.000;High;
20;150;=AVERAGE($B$24653:$B$24654);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;130;130;4.000;High;
2;130;=AVERAGE($B$24656:$B$24657);4.000;High;
3;130;=AVERAGE($B$24657:$B$24658);4.000;High;
4;160;=AVERAGE($B$24658:$B$24659);4.000;High;
5;140;=AVERAGE($B$24659:$B$24660);4.000;High;
6;130;=AVERAGE($B$24660:$B$24661);4.000;High;
7;150;=AVERAGE($B$24661:$B$24662);4.000;High;
8;140;=AVERAGE($B$24662:$B$24663);4.000;High;
9;110;=AVERAGE($B$24663:$B$24664);4.000;High;
10;140;=AVERAGE($B$24664:$B$24665);4.000;High;
11;140;=AVERAGE($B$24665:$B$24666);4.000;High;
12;150;=AVERAGE($B$24666:$B$24667);4.000;High;
13;150;=AVERAGE($B$24667:$B$24668);4.000;High;
14;150;=AVERAGE($B$24668:$B$24669);4.000;High;
15;140;=AVERAGE($B$24669:$B$24670);4.000;High;
16;120;=AVERAGE($B$24670:$B$24671);4.000;High;
17;150;=AVERAGE($B$24671:$B$24672);4.000;High;
18;140;=AVERAGE($B$24672:$B$24673);4.000;High;
19;150;=AVERAGE($B$24673:$B$24674);4.000;High;
20;140;=AVERAGE($B$24674:$B$24675);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;4.000;High;
2;140;=AVERAGE($B$24677:$B$24678);4.000;High;
3;140;=AVERAGE($B$24678:$B$24679);4.000;High;
4;120;=AVERAGE($B$24679:$B$24680);4.000;High;
5;140;=AVERAGE($B$24680:$B$24681);4.000;High;
6;140;=AVERAGE($B$24681:$B$24682);4.000;High;
7;130;=AVERAGE($B$24682:$B$24683);4.000;High;
8;150;=AVERAGE($B$24683:$B$24684);4.000;High;
9;130;=AVERAGE($B$24684:$B$24685);4.000;High;
10;140;=AVERAGE($B$24685:$B$24686);4.000;High;
11;140;=AVERAGE($B$24686:$B$24687);4.000;High;
12;140;=AVERAGE($B$24687:$B$24688);4.000;High;
13;150;=AVERAGE($B$24688:$B$24689);4.000;High;
14;140;=AVERAGE($B$24689:$B$24690);4.000;High;
15;160;=AVERAGE($B$24690:$B$24691);4.000;High;
16;140;=AVERAGE($B$24691:$B$24692);4.000;High;
17;140;=AVERAGE($B$24692:$B$24693);4.000;High;
18;160;=AVERAGE($B$24693:$B$24694);4.000;High;
19;150;=AVERAGE($B$24694:$B$24695);4.000;High;
20;140;=AVERAGE($B$24695:$B$24696);4.000;High;
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;110;110;4.000;High;
2;120;=AVERAGE($B$24698:$B$24699);4.000;High;
3;130;=AVERAGE($B$24699:$B$24700);4.000;High;
